Subject,Category
petronas benchmarking visit khairuddin glad received fax shall send list enron participants later date invited numbers enron employees representing different business units including lng crude trading risk controls group research vince kaminski khairuddinbmjaafar petronas com 01 17 2001 06 39 10 pm vince j kaminski enron com cc subject petronas benchmarking visit vince thank prompt reply received fax earlier morning fyi shall sending questionaires next week going final draft week could please tell joining discussion visit thanks regards khairuddin,projects
petrochem desk vasant seems help kate help project vince forwarded vince j kaminski hou ect 04 23 2001 09 28 nelson neale enron 04 20 2001 10 29 vince j kaminski hou ect ect vasant shanbhogue enron enronxgate cc subject petrochem desk chance speak christian lebroc morning regard curve building petrochemicals turns christian left rac april joined petrochem desk trader previous efforts construction forward curve group focused intuition swags unfortunately group rough p l year least blame directed toward forward curve lack thereof asked fundamentals group christian indicated around 3 4 months yet well suited curve building john nowlan indeed head group timing perspective told christian would probably take least 6 8 weeks develop curve especially considering need understand key market drivers fundamentals suggested yesterday meeting strong relationship petrochemicals nymex component e g crude oil would provide great beginning point could potentially strengthen augment relationship key factors e g supply demand terms borne market research nelson,projects
petronas benchmarking visit khairuddin thanks message fax sent vince khairuddinbmjaafar petronas com 01 17 2001 01 50 36 please respond khairuddin mjaafar petronas com vkamins ect enron com cc azminab petronas com subject petronas benchmarking visit dear mr kaminski pertaining visit kind company february required obtain visas trip apply visas embassy requires letter us company confirming meeting visit would really grateful fax us confirmation letter proceed visa application please fax letter mr nur azmin abu bakar head risk assessment control corporate risk management unit corporate planning development division level 71 tower 1 petronas twin towers kuala lumpur city centre 50088 kuala lumpur malaysia fax 603 2051 3252 speedy reply greatly appreciated thank regards khairuddin disclaimer e mail files transmitted message intended use recipient named may contain confidential information hereby notified taking action reliance upon review retransmission dissemination distribution printing copying message part thereof anyone intended recipient strictly prohibited received message error delete message immediately advise sender return e mail opinions conclusions information message relate official business petronas group companies shall understood neither given endorsed petronas companies within group embedded image moved file pic05415 pcx pic05415 pcx,projects
miss tuesday staff meeting osman vasant setting meeting review credit models ees please call attend meeting set vince osman sezgen ees 01 15 2001 02 49 pm vince j kaminski hou ect ect cc subject miss tuesday staff meeting vince able attend meeting updates 1 left message george posey follow tomorrow tuesday 2 follow credit reserve issue asap find present state models come modification requirements accomodate asset related projects 3 week need spend much time meeting breakthrough folks stage contribution defined specifies curves components etc would like contact urgently please leave phone message instead e mail checking phone messages frequently 4 var meeting rac eam issues wednesday 1pm 5 issues covered project list regards osman,projects
basak vince please find attached small note prepared wade request note used private meeting ex chairman mseb governor maharashtra indian system governor represents federal government state hence information gathers central govt informal note passed focus see see engage central govt route krishna sends regards regards sandeep forwarded sandeep kohli enron development 01 16 2001 08 55 sandeep kohli 01 16 2001 08 51 wade cline enron development enron development cc subject basak wade please find note attached mr basak tariff data information sheet put mohan conflicts tried give appropriate spin let know something would like differently regards sandeep,projects
points singh meet vince please find note prepared wade cline meeting representative prime minister office tomorrow think may find points useful additionally attaching copy small presentation made saturday mumbai roadblocks power sector special reference wat needs done start trading benefits working henwood team arrived today think good part data place arranging meeting officicals transmission side gather additional data krishan got last night conveyed best wishes hopefully useful day henwood folks tomorrow look forward houston possibly end coming week hope team well regards sandeep forwarded sandeep kohli enron development 01 15 2001 01 17 sandeep kohli 01 15 2001 01 17 wade cline enron development enron development cc subject points singh meet wade please find brief note feel tack n k singh supposed hard negotiator assuming introductory meeting sides feeling two meetings arranged weekend would hopefully given better idea thinking least two people issue incidentally indian system governor state central government nominee eyes ears central govt state please see basak meeting light message takes likely go directly pmo delhi therefore working closely convey right impression n k singh clearly three things would try convey description problem resultant consequences solved soon enough conveying fact win win solutions well within goi power implement would fact enhance reputation country one lives reputation would careful make point going give value willing accomodative mseb gom goi needs either financial engineering getting direct access market areas also fly well enron management comfortable market risks political describing problem dpc ppa backed goi gom guarantees one high profile projects world world largest gas fired power plant india first lng terminal gateway providing clean reliable energy western india development konkan coming phase ii due end 2001 cost power dabhol competitive liquid fuel fired plant low heat rates larger turbines spreading infrastructure costs larger base use lng fuel average tariff 90 despatch rs 4 02 kwh phase goes rs 3 30 3 70 kwh coming phase ii compare ntpc kayamkulam plant tariff rs 3 32 4 01for range crude prices 21 28 barrel hence dpc power competitive standards performance higher penalties non performance greater private player place waterfall seems lower quote fact delayed payment 45 60 days mseb made payment commitments however monthly outflows could much rs 450 cr month mseb monthy collections improving range rs 900 cr month mseb gom clearly resources short run 3 5 yrs meet obligations hence central intervention needed grid 13000 mw maharashtra grid size absorbing additional 1440 mw phase ii one go difficult however take western region grid size 42000 mw clearly absorbing power framework much easier add northern southern grids probably evacuate another 500 700 mw interconnects hence definitely value looking issue national level additionally solvable level actually answers crying need power country hence boon govt treated consequences solving problem call upon sovereign guarantee cover partial payments however would almost definitely lead deterioration country credit rating put back incoming investments petroleum sector private participation program unveiled 25 g blocks telecom sector new policy announced months ago foreign companies looking favorably investing likely put india backlist many international banks including export credit agencies us japan belgium eec member would bring knees many prominent indian banks indian lenders project include idbi icici sbi metion would completely stop new investment power sector urgent need funding especially te new initiatives transmission timeline solving since project coming year end 2001 hence cannot wait slow pace reform take place seb state level win win solutions exist northern region power starved south needs power badly hence boon power made available timeframe central govt intevention possible solve th problem everyone mutual benefit 1440 mw incremental phase ii 3 4 capacity existing western region easily absorbed win win solutions exist restructuring guarantees adding central govt entity including petroleum sector ioc gail interested due lng trml equity mix par back ending tariff financial engineering solutions could involve indian banks taking greater share debt et etc bottom line time essence need get someone negotiate please use good offices quickly form representative group includes central state govt seb representatives work solution without active participation pm office likely waste precious time bouncing seb gom various ministries goi hope helps regards sandeep,projects
henwood team folks bit quiet since reaching india primarily delay arrival henwood team australia finally arriving sunday krishna joining mumbai sunday evening would like fix schedule conference call data type fo questions would like ask stinson could please tell time would good one hae confernce call earlier monday evening india time monday morning houston time please jot note would good time call work agenda call primarily discussion data runs begin another key part rate case mseb filing determine wil mseb paymet capability 2001 02 critical us house expert working time also present material call regards sandeep ps forwarding basic data henwood sent whole team opportunity look havent already got,projects
india database jim wade aware working vince group henwood model data target data india plants collected jan 15th know getting power maharashtra holds key able solve dabhol challenge help model become tool tells us exactly done prices substantial part way data collection got data 1500 plants across country spreadsheet attached help answer questions come calls various plants please note located western region wr spreadsheet scrubbing data getting recent accurate information especially maharashtra next 2 3 days henwood team india sunday compare notes team arranging presentation model wade would good broad section team attend including neil mohan talk convenient time regard neil mohan next week monday tuesday need time vivek anshuman ravi others interact henwood team abliged make possible first phase model runs done jan end give us basic information need inputs order ask right questions idea go along model used answer types management questions concerning dabhol power evacuation maharashtra critical team going forward regards sandeep,projects
ca henwood engagement stinson attached please find draft consulting agreement use henwood want review send henwood please see section 6 particular also put arbitration houston texas law apply could move new york new york law better henwood pressed could make singapore u k law arb singapore law including australian law would mean would need get contract reviewed foreign counsel strongly urge argue texas ny law state please tried make agreement reflect terms henwood proposal believe succeeded form additional terms contained proposal well fcpa boilerplate ie business conduct drug policy language also want point agreement allows subcontract work written agreement proposal subcontractor costs charged us cost plus 15 might want please let know comments questions bonnie,projects
meetings petronas february 8th eric mr nur azmin abu bakar petronas along 4 corporate risk management team visit enron thursday february 8th jeff shankman vince kaminski would like invite attend presentations tentative agenda petronas team meeting jeff john nowlan 10 00am presentation david port rac group followed vince kaminski research group vince take team lunch invited please let know plan attend part presentations would like go lunch thanks eric shirley crenshaw 3 5290,projects
progress steve thanks lot think pseudo code go long way towards understanding system works making sure bugs translation business problem example complicated credit insurance deals multiple triggers conditionality code regarding tanya attitude points 1 think skills system administrator work necessary privileges explains keeps asking winston help work beneath 2 members tanya team came complaining winston effectively told go away work research projects would take care issues think tanya issue though agree outgoing personality would helpful 3 reality situation internal customers beat tanya whenever performance problems intuitively disagree results run could care less demarcation line research also want tanya sign model cannot without full access code bottom line full agreement tanya winston work team shall work end make sure happens credit emerging critical issue enron next weeks system cannot fail vince stephen stock enron enronxgate 01 11 2001 08 23 vince j kaminski hou ect ect cc subject progress vince got feedback lunchtime research meeting talking specific solutions performance systems particular distributed processing also heard concerns use multiple languages etc sound like discussing previous occasions feel need discuss multi language issue really much issue current system 98 java right although big fan c c main development skill also aware java much evolved robust language serious doubts performance review conducted results showing sun unix implementation nearly fast cases faster c c something call hot spot technology instruction caching technique believe concerns expressed really technical people justify use language strength relatively meaningless metric like portability issue distributed processing original review conducted architecture group pointed solution zhiyong wei already working global valuation project winston actively working zhiyong see model var architecture also find common valuation piece systems like opportunity talk issues time next days also sat tanya winston meeting yesterday per discussion elevator attempted help argument suggesting present trying perform triage code e seperating research domain problems problems said stepping code real way could get feel performance bottlenecks asked would measure said would instrument code manually inserting timing elements strategic points mentioned profiling tool could probably job tanya said stepping code way get idea code studying documentation enough 6 weeks ago commissioned team document system psuedo code level able provide team soon fact asked draft copy given tanya right winston also working draft research working together document identify exchange information takes place tanya also gave impression wants dedicated developer environment setup really want think probably root cause issue guys working hard handling situation good gives impression kind work beneath claiming un cooperative claiming continually asks questions set seem want learn winston hand could proactive determining business related model issue issue ask help research think debbie need work quite hard get play nicely asked tanya winston go ahead work closely together next days debbie brackett review progress friday meantime l looking setting working test environment involve main quant guys day day setup issues longer term solution regards steve,projects
meetings petronas february 8th good morning petronas meetings presentations eb3321 8th thanks shirley forwarded shirley crenshaw hou ect 01 11 2001 09 11 vince j kaminski 01 08 2001 12 06 pm rick buy hou ect ect david port market risk corp enron enron john l nowlan hou ect ect jeffrey shankman hou ect ect cc vince j kaminski hou ect ect shirley crenshaw hou ect ect subject meeting feb 8 2001 fyi list petronas executives visiting enron feb 8 invited lunch would like join lunch would like propose short courtesy meeting 10 jeff john 5 10 minutes followed rac research presentation till 11 30 vince p shall reserve conference room meeting forwarded vince j kaminski hou ect 01 08 2001 10 02 azminab petronas com 01 07 2001 06 37 33 pm vince j kaminski enron com shirley crenshaw enron com khairuddinbmjaafar petronas com cc subject meeting feb 8 2001 dear kaminski 4 members corporate risk management unit 1 iqbal abdullah general manager 2 nur azmin abu bakar head risk assessment controls 3 zulkifli rahim head risk measurement systems 4 adnan adams head special projects regards vince j kaminski enron com 03 01 2001 09 45 02 pm azminab petronas com cc vince j kaminski enron com shirley crenshaw enron com subject meeting feb 8 2001 dear mr nur azmin abu bakar thanks prompt reply please let us know many members team visit enron look forward meeting february 8 vince kaminski azminab petronas com 01 02 2001 06 38 33 pm vince j kaminski enron com khairuddinbmjaafar petronas com shirley crenshaw enron com cc subject meeting feb 8 2001 dear kaminski happy new year thank reply honored lunch team however another appointment 2 30p regards vince j kaminski enron com 03 01 2001 07 38 19 azminab petronas com cc vince j kaminski enron com shirley crenshaw enron com subject meeting feb 8 2001 dear sir would like apologize delay responding fax vacation last days shall honored meet delegation thursday february 8 10 00 please let know free lunch meeting vince kaminski,projects
visit enron professor nalin kulatilaka boston university hi iris may 17th fine probably need come night 16th make hotel reservation doubletree hyatt tell guest enron get corporate rate reimburse room expense need pick miscellaneous room charges also reimburse flight expense cab fare doubletree telephone 713 759 0202 hyatt telephone 713 654 1234 either leave receipts mail check cut need ss questions please let know thanks shirley iris mack enron enronxgate 04 20 2001 04 32 pm vince j kaminski hou ect ect shirley crenshaw hou ect ect shirley crenshaw houston eott eott cc nalink bu edu smtp enronxgate subject visit enron professor nalin kulatilaka boston university hi shirley vince requested invite professor nalin kulatilaka boston university speak one thursday group luncheons seminars nalin says available speak may 17th let know okay procedure invited speakers thanks good weekend iris,projects
costless collar hanover bob good job zimin bob lee enron 01 11 2001 08 10 zimin lu hou ect ect cc subject costless collar hanover fyi looks like converged bob forwarded bob lee na enron 01 11 2001 07 04 chris loehr ect 01 10 2001 04 50 pm ron baker corp enron enron cc anne yaeger hou ect ect ryan siurek corp enron enron wes colwell hou ect ect bob lee na enron enron subject costless collar hanover ryan looked research model made adjustments treasury rate 12 28 00 5 127 research uses 4 6 probably takes account recent fed 50 bp cut maturity 6 30 03 2 5 years research uses 3 years using assumptions 47 2 volatility bloomberg collar function results ceiling 92 103 256 floor 34 7 8 adjusting research model changes ryan got similar range research model comfortable numbers let know questions chris x33092 ron baker enron 01 10 2001 10 52 wes colwell hou ect ect ryan siurek corp enron enron chris loehr hou ect ect anne yaeger hou ect ect cc subject costless collar attached updated valuation bob lee research using actual 3 year historical vol 47 2 results call strike 97 978 also confirmed presence swap impact value collar let know questions thanks ron forwarded ron baker corp enron 01 10 2001 10 28 bob lee 01 10 2001 08 44 andrea v reed hou ect ect ron baker corp enron enron cc zimin lu hou ect ect subject costless collar calculation using historical volatility strike drops slightly volatility calculation expected future vol atility looking traded options hc expected fall vol long dated options one could justify vol estimate range 40 50 collar presence swap makes difference collar valuation bob,projects
enron india database sandeep completed review morning try fill missing pieces information hourly load shapes hydro dispatch history transactions india come anything yet would know information would assist us efforts thanks david yomogida original message david sandeep kohli cc robert schenck australia vince j kaminski stinson gibner sent wednesday january 10 2001 6 20 pm subject enron india database sandeep summarized henwood work india database date inter regional links ppt file shows topology links bubbles model expand india data 011000 xls details existing station information compiled date total resources closely match reported resources shown l r 0110 xls reported india total 1997 86 000 mw henwood database 84 000 mw 1997 region emss database reported 1 difference india total 84 103 86 120 2 017 currently working development hourly load shaping seasonal hydro energy allocation gathering transaction information sandeep try contact tomorrow thursday australia wednesday united states answer questions may information sincerely david yomogida,projects
enron india database sandeep summarized henwood work india database date inter regional links ppt file shows topology links bubbles model expand india data 011000 xls details existing station information compiled date total resources closely match reported resources shown l r 0110 xls reported india total 1997 86 000 mw henwood database 84 000 mw 1997 region emss database reported 1 difference inter regional links ppt expand india data 011000 xls l r 0110 xls,projects
power plant model ken rdi gone model together clear idea going step step believe almost start recoding need c programmer familiar access data base e knows extract data access data table certain format output results access data table certain format programmer assigned go model incorporate ideas ken start coding alex,projects
volume ii technical corner collection sam partial list people would like send volumes volume 1 2 winokur enron board member shirley address jeff skilling ken lay mark frevert greg whalley rick buy jeff shankman john lavorato dave delainey shall write cover letter also add additional volume kaminski columns 10 copies including bios contributions would like show depth talent group vince enron north america corp william smith enron 01 09 2001 01 07 pm vince j kaminski hou ect ect cc subject volume ii technical corner collection vince successfully integrated martin article volume ii following mike instructions reproduction also additional volume printed would mind disposing set gave want things get confused also 20 volume 60 volume ii please let know many personally need deliver office thank sam,projects
url p http enaresearch dev corp enron com forwarded mike roberts hou ect 01 09 2001 01 11 pm mike roberts 01 09 2001 01 13 pm vince j kaminski hou ect ect stinson gibner hou ect ect vasant shanbhogue hou ect ect osman sezgen hou ees ees maureen raymond hou ect ect tanya tamarchenko hou ect ect zimin lu hou ect ect jose marquez corp enron enron stephen bennett na enron enron william smith corp enron enron elena chilkina corp enron enron steve bigalow na enron enron cc subject everybody vince suggested made topical allocation new website quality control please check detail put paces following list weather mike links maureen technical analysis steve bigalow options library zimin big one european weather jose agricaltural weather jose sure run spell check weather derivatives stephen presentations tanya nuclear outage updates sam fx sovergn risk maureen industry analysis vasant publications osman research intelligence stinson hot button 8 vince thanks email problems ideas adds changes mike,projects
credit reserve vince like get someone sit one team couple days help reviewing code seems two view currently working team seems think winston group co operative enough winston team seems think co operating like resolve suggestion work putting team couple days would like us sit winston nilay tanya try work happening regards steve tel 713 345 8980 cell 281 541 1862 page stevestock pagenetips com,projects
meeting feb 8 2001 david thanks shall get touch days coordinate details vince david port enron 01 09 2001 07 47 vince j kaminski hou ect ect cc rick buy hou ect ect john l nowlan hou ect ect jeffrey shankman hou ect ect vince j kaminski hou ect ect shirley crenshaw hou ect ect subject meeting feb 8 2001 vince available dp vince j kaminski ect 01 08 2001 12 06 pm rick buy hou ect ect david port market risk corp enron enron john l nowlan hou ect ect jeffrey shankman hou ect ect cc vince j kaminski hou ect ect shirley crenshaw hou ect ect subject meeting feb 8 2001 fyi list petronas executives visiting enron feb 8 invited lunch would like join lunch would like propose short courtesy meeting 10 jeff john 5 10 minutes followed rac research presentation till 11 30 vince p shall reserve conference room meeting forwarded vince j kaminski hou ect 01 08 2001 10 02 azminab petronas com 01 07 2001 06 37 33 pm vince j kaminski enron com shirley crenshaw enron com khairuddinbmjaafar petronas com cc subject meeting feb 8 2001 dear kaminski 4 members corporate risk management unit 1 iqbal abdullah general manager 2 nur azmin abu bakar head risk assessment controls 3 zulkifli rahim head risk measurement systems 4 adnan adams head special projects regards vince j kaminski enron com 03 01 2001 09 45 02 pm azminab petronas com cc vince j kaminski enron com shirley crenshaw enron com subject meeting feb 8 2001 dear mr nur azmin abu bakar thanks prompt reply please let us know many members team visit enron look forward meeting february 8 vince kaminski azminab petronas com 01 02 2001 06 38 33 pm vince j kaminski enron com khairuddinbmjaafar petronas com shirley crenshaw enron com cc subject meeting feb 8 2001 dear kaminski happy new year thank reply honored lunch team however another appointment 2 30p regards vince j kaminski enron com 03 01 2001 07 38 19 azminab petronas com cc vince j kaminski enron com shirley crenshaw enron com subject meeting feb 8 2001 dear sir would like apologize delay responding fax vacation last days shall honored meet delegation thursday february 8 10 00 please let know free lunch meeting vince kaminski,projects
hc collar valuation update andrea computed hc historical volatility last 3 years 47 2 using volatility costless collar call strike 83 32 zimin,projects
petrochem desk chance speak christian lebroc morning regard curve building petrochemicals turns christian left rac april joined petrochem desk trader previous efforts construction forward curve group focused intuition swags unfortunately group rough p l year least blame directed toward forward curve lack thereof asked fundamentals group christian indicated around 3 4 months yet well suited curve building john nowlan indeed head group timing perspective told christian would probably take least 6 8 weeks develop curve especially considering need understand key market drivers fundamentals suggested yesterday meeting strong relationship petrochemicals nymex component e g crude oil would provide great beginning point could potentially strengthen augment relationship key factors e g supply demand terms borne market research nelson,projects
hc costless collar andrea finished costless collar valuation see spreadsheets details checked bloomberg volatility assumption 100 days volatility around 50 since option 3 years volatility somewhat smaller put array calculations volatility ranges 20 60 questions please call bob lee zimin forwarded zimin lu hou ect 01 09 2001 09 02 bob lee enron 01 09 2001 08 48 zimin lu hou ect ect cc subject hc costless collar,projects
west power model lance spoke tim heizenrader regarding modeling work needs west desk differences markets east west tim opinion sufficient need approach sophisticated one pursuing ercot particular termal limits load flows useful generally binding west loop flows also considered major issue present summary seems west unlikely customer extension ercot east transmission model time also done little area would directly relate efforts martin,projects
power spread option curve access request kevin helping doug building model price power spread options saw market includes power capacity transmission heating rate options etc access power curves \power2\region used need permission regain read access curves thanks advance zimin lu research x36388,projects
new project vasant vince spoke gary hickerson michelle cisneros consultant power plant model afternoon take model interface recode calculation engine incorporating useful insights consultant help available via gary group spend next 4 weeks working alex,projects
meeting feb 8 2001 fyi list petronas executives visiting enron feb 8 invited lunch would like join lunch would like propose short courtesy meeting 10 jeff john 5 10 minutes followed rac research presentation till 11 30 vince p shall reserve conference room meeting forwarded vince j kaminski hou ect 01 08 2001 10 02 azminab petronas com 01 07 2001 06 37 33 pm vince j kaminski enron com shirley crenshaw enron com khairuddinbmjaafar petronas com cc subject meeting feb 8 2001 dear kaminski 4 members corporate risk management unit 1 iqbal abdullah general manager 2 nur azmin abu bakar head risk assessment controls 3 zulkifli rahim head risk measurement systems 4 adnan adams head special projects regards vince j kaminski enron com 03 01 2001 09 45 02 pm azminab petronas com cc vince j kaminski enron com shirley crenshaw enron com subject meeting feb 8 2001 dear mr nur azmin abu bakar thanks prompt reply please let us know many members team visit enron look forward meeting february 8 vince kaminski azminab petronas com 01 02 2001 06 38 33 pm vince j kaminski enron com khairuddinbmjaafar petronas com shirley crenshaw enron com cc subject meeting feb 8 2001 dear kaminski happy new year thank reply honored lunch team however another appointment 2 30p regards vince j kaminski enron com 03 01 2001 07 38 19 azminab petronas com cc vince j kaminski enron com shirley crenshaw enron com subject meeting feb 8 2001 dear sir would like apologize delay responding fax vacation last days shall honored meet delegation thursday february 8 10 00 please let know free lunch meeting vince kaminski,projects
ca henwood engagement bonnie thanks getting back friday enron contracting henwood henwood provide analysis indian power system however enron providing significant part input data used study including views indian market future also detailed information dabhol plant want sure information provided us henwood remains confidential also want sure henwood considers confidential results study provided henwood enron enron related entities providing information likely include dabhol power corp enron india also possibly enron north america primary henwood contact project robert schenck australia henwood energy services inc 26 greenhill road wayville sa 5034 australia henwood corporate office sacramento 2710 gateway oaks drive suite 300 north sacramento ca 95833 let know need additional information stinson x34748,projects
meeting requested ask rebekah try set monday kg vince j kaminski ect 01 05 01 01 48 pm kevin garland enron communications enron communications enron cc rebekah rushing enron communications enron communications vince j kaminski hou ect ect subject meeting requested kevin let meet lunch next week monday friday would best talk project decide right skills help person supports ebs stinson gibner lead person martin lin secretary number 3 5290 shirley crenshaw vince vince j kaminski hou ect ect cc rebekah rushing enron communications enron communications subject meeting requested vince would like meet someone group discuss investment ideas structures exploring group structured days would best meet might available lunch next week assistant contact thank kevin garland,projects
authorization robert please find authorization studay spoken conference call earlier today authorization authorize henwood energy services inc provide hourly rates stated proposal dated 29 dec 2000 analysis india electricity system evaluation dabhol plant despatch results study information provided enron shall considered confidential subject confidentiality agreement prepared enron submitted henwood sandeep kohli vice president enron,projects
power plant model hi vince number one fine accurate ebitda model better tweaking model point create chinese wall problems michelle gary talk programmer issue monday get back apologize confusion certainly grateful alex involvement today last day associate rotation within financial trading group start ees monday handed project best could course available need e mail phone number nice weekend jeff vince j kaminski ect 01 05 2001 03 26 pm jeff gray na enron enron cc vince j kaminski hou ect ect stinson gibner hou ect ect alex huang corp enron enron gary hickerson hou ect ect michelle cisneros hou ect ect subject power plant model jeff comments model 1 reservations features model would like discuss internally make improvements without giving benefit insights consultant general model unreasonable devil always details inputs calibration model may produce drastically different results depending quality inputs 2 separate pool programmers research group told would provide resource alex would supervise person vince,projects
benchmarking study sally thanks name person bottom sequence messages vince enron north america corp sally beck 01 05 2001 09 27 vince j kaminski hou ect ect cc subject benchmarking study passed information along direct reports thoughts truthfully hear back anyone follow two years ago agreed part benchmarking study done aa houston office interestingly enough wes colwell aa partner led effort mixed results study designed cover gas power despite involvement steering committee study detailed troublesome complete jim fallon time refused submit information majority questions surrounding power survey data power useful would agree time pass request thanks passing along however would happy convey directly person contacted let know name number follow would like hope holidays enjoyable new year good one sally vince j kaminski 01 03 2001 03 29 pm sally beck hou ect ect cc vince j kaminski hou ect ect subject benchmarking study sally gave time ago brochure benchmarking study request renewed request enron participation view think benefits knowing going offset loss due information released time spent project recommendation forget vince forwarded vince j kaminski hou ect 01 03 2001 03 28 pm theresa sanders tsanders eei org 12 27 2000 01 32 18 pm vkamins enron com cc subject benchmarking study dear vince peter nance wanted follow discussion enron participation benchmarking study discussed enron participation project colleagues small sample set metrics taken comprehensive list 700 metrics study group decide metrics use eei credibility teknecon technical expertise intend become industry standard benchmarking would much like enron participate study would happy set another meeting colleagues peter nance think would helpful best regards theresa sanders director business development alliance energy suppliers edison electric institute tel 202 508 5183 eei metrics short list xls ebrochure doc riskbenc ppt,projects
trading algorithms andy sounds good one comment vasant swamped work coordinating several high profile projects bob productive thorough get lot support internally members group contribution may directly visible still important appreciate hands involvement always important condition successful project direct frequent interaction customer look fwd working project vince andy zipper enron enronxgate 04 18 2001 01 57 pm jay webb enron enronxgate vince j kaminski hou ect ect cc subject trading algorithms guys took away meeting 1 research continue working custom reporting enrononline data 2 research continue working market analysis enrononline data 3 research contribute resource trading algorithm effort presumably one point time would prefer vasant flexible trading algorithm group run enrononline team product reviewed research belief projects like require firm commercial hand infancy make sure stay right track presents problem anyone please let know discuss thanks andy,projects
power plant model jeff comments model 1 reservations features model would like discuss internally make improvements without giving benefit insights consultant general model unreasonable devil always details inputs calibration model may produce drastically different results depending quality inputs 2 separate pool programmers research group told would provide resource alex would supervise person vince,projects
analysis dabhol energy cost jeff forwarding analysis put together sandeep kohli reviewed vince results attached word document show dabhol energy costs several cents roughly 600 mw distributed generation identified maharastra 600 mw include innumerable small generators even worse energy costs excel spreadsheet contains data calculations regards stinson x34748 forwarded stinson gibner hou ect 01 05 2001 03 04 pm sandeep kohli enron development 01 05 2001 02 28 vince j kaminski ect stinson gibner ect cc subject vince stinson please find two attachments give detailed calculation well revised statement made press numbers small really reflect true magnitude genset issue take account capital costs gensets also focus many smaller units operating homes commercial establishments hope ths helps regards sandeep,projects
meeting requested hi mr kaminski please send assistants name number schedule time kevin go lunch next week thanks rebekah rushing rebekah rushing enron net enron broadband services broadband ventures group 713 853 3273 phone 713 646 8010 fax forwarded rebekah rushing enron communications 01 05 01 02 00 pm kevin garland 01 05 01 12 04 pm vince j kaminski hou ect ect cc rebekah rushing enron communications enron communications subject meeting requested vince would like meet someone group discuss investment ideas structures exploring group structured days would best meet might available lunch next week assistant contact thank kevin garland,projects
meeting requested kevin let meet lunch next week monday friday would best talk project decide right skills help person supports ebs stinson gibner lead person martin lin secretary number 3 5290 shirley crenshaw vince vince j kaminski hou ect ect cc rebekah rushing enron communications enron communications subject meeting requested vince would like meet someone group discuss investment ideas structures exploring group structured days would best meet might available lunch next week assistant contact thank kevin garland,projects
1st chapter training book george shall able accommodate one two extra people first round shall glad repeat seminars starting soon bigger group would like learn form experience run way option training ees roughly 150 people weeks give materials repeat think useful vince george hopley 01 05 2001 09 01 vince j kaminski hou ect ect cc shirley crenshaw hou ect ect subject 1st chapter training book vince heard derivatives class clayton inquiring possibility someone outside research group able attend would like opportunity let know possible thanks george shirley crenshaw ect 01 05 2001 07 58 vince j kaminski hou ect ect stinson gibner hou ect ect pinnamaneni krishnarao hou ect ect vasant shanbhogue hou ect ect mike roberts hou ect ect joseph hrgovcic hou ect ect tanya tamarchenko hou ect ect zimin lu hou ect ect martin lin hou ect ect maureen raymond hou ect ect osman sezgen hou ees ees paulo issler hou ect ect amitava dhar corp enron enron alex huang corp enron enron kevin kindall corp enron enron kevin g moore hou ect ect clayton vernon corp enron enron william smith corp enron enron jose marquez corp enron enron chonawee supatgiat corp enron enron shalesh ganjoo hou ect ect tom halliburton corp enron enron elena chilkina corp enron enron sevil yaman corp enron enron sofya tamarchenko na enron enron bob lee na enron enron gwyn koepke na enron enron hector campos hou ect ect anita dupont na enron enron youyi feng na enron enron v charles weldon hou ect ect praveen mellacheruvu hou ees ees li sun na enron enron stephen bennett na enron enron roman zadorozhny hou ees ees lance cunningham na enron enron leann walton na enron enron shane green hou ees ees seksan kiatsupaibul hou ees ees kate lucas hou ect ect nelson neale na enron enron rabi de na enron enron kenneth parkhill na enron enron jaesoo lew na enron enron jason sokolov hou ect ect steve bigalow na enron enron tom barkley na enron enron rakesh bharati na enron enron cc subject 1st chapter training book good morning everyone much anticipated copy 1st chapter training book energy derivatives previously stated training begin friday january 19th 11 30 1 00 30c1and every first third friday thereafter 49c1 questions please let know thanks great day shirley,projects
